Cores,DNN_F,Rate_F,DNN_B,Rate_B,Resp_F,Resp_B,F_75,B_75,Mean_F,Mean_B,avg_inc_resp_f,avg_dec_resp_f,avg_inc_util_f,avg_inc_peaks_f,avg_dec_util_f,avg_dec_peaks_f,avg_inc_resp_b,avg_dec_resp_b,avg_inc_util_b,avg_inc_peaks_b,avg_dec_util_b,avg_dec_peaks_b,sla_75,sla_100,sla_125,sla_150,sla_175,sla_200,sla_225,sla_250,sla_275,total_inc_resp,total_dec_resp,total_inc_util,total_inc_peaks,total_dec_util,total_dec_peaks,relative_rank_f,relative_rank_b,Baseline_F,Baseline_B,Inflation_F,Inflation_B,F_10,B_10,F_25,B_25,F_50,B_50,F_90,B_90,F_75_Range,Mean_F_Range,B_75_Range,Mean_B_Range
6,Distilbert,2,Resnet,3,162.9,133.3,28,29.8,23.1,23.4,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,1,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,5.5,2.25,103.2,102,1.578488372,1.306862745,2,8,10,13,18,22,40.3,45,3,2,3,2
6,Distilbert,2,Resnet,4,173.1,143,29,52,22.8,42.3,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,1,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,5.5,2.25,103.2,102,1.677325581,1.401960784,2,16,12,25,20,35,47,100,3,2,8,6
6,Distilbert,2,Resnet,5,184.6,155.4,35,53,29.1,40.3,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,5.5,2.25,103.2,102,1.78875969,1.523529412,2,2,13,27,21,40,79,70,5,3,8,6
6,Distilbert,3,Resnet,3,164.6,130.2,36,35,23,26,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,1,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,5.5,2.25,103.2,102,1.59496124,1.276470588,0,0,9.25,10,24,22,45,48,5,2,5,3
6,Distilbert,3,Resnet,4,183.1,147.3,48,44,38,35.6,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,5.5,2.25,103.2,102,1.774224806,1.444117647,11.9,15,21,24,32,35.5,79.2,57,7,5,6,5
6,Distilbert,3,Resnet,5,202.3,176.8,42.8,66.8,31.9,48.8,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,5.5,2.25,103.2,102,1.960271318,1.733333333,10,2,19.25,34,31,43,53.3,100,6,4,10,7
6,Distilbert,4,Resnet,3,184.7,138.3,50,39.8,38.8,31.4,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,5.5,2.25,103.2,102,1.789728682,1.355882353,11,8,28,15.25,38.5,27,62.5,56,8,5,5,4
6,Distilbert,4,Resnet,4,196,144.9,53.3,43,43.4,33.5,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,5.5,2.25,103.2,102,1.899224806,1.420588235,18,17,30.75,24,41,35,69.3,53,8,6,6,4
6,Distilbert,4,Resnet,5,239.7,187.3,60,56,44.9,43.6,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,5.5,2.25,103.2,102,2.322674419,1.83627451,17,3,28,32,45,43,74.5,68,10,6,9,6
6,Distilbert,2,Bert,5,171.4,77.9,42,31,32.1,25.6,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,5.5,2.5,103.2,55.2,1.660852713,1.411231884,2,7.5,11.75,16,23,23,100,40,6,4,4,3
6,Distilbert,2,Bert,6,167.3,78.2,41.3,34,32.3,26.4,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,5.5,2.5,103.2,55.2,1.621124031,1.416666667,2,12,12,19,23,26,100,39.1,6,4,4,3
6,Distilbert,2,Bert,7,156.9,73.8,31.3,35,24.3,29.1,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,5.5,2.5,103.2,55.2,1.520348837,1.336956522,2,16,9,23,21,29,48,43,4,2,5,3
6,Distilbert,3,Bert,5,181.3,82.5,40,32,30.9,27.7,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,5.5,2.5,103.2,55.2,1.756782946,1.494565217,12,11,20,18,29,24,48,42.5,6,4,4,3
6,Distilbert,3,Bert,6,189.6,85.4,40,39,29.1,30.3,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,5.5,2.5,103.2,55.2,1.837209302,1.547101449,9.7,2,18,19,29,26,49,49,6,3,5,4
6,Distilbert,3,Bert,7,201.5,88.3,49,40,40.1,31.7,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,5.5,2.5,103.2,55.2,1.95251938,1.599637681,12,14,21,25.75,36,32,100,48,7,6,6,4
6,Distilbert,4,Bert,5,191.8,84.6,53,31.3,42.1,25.4,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,5.5,2.5,103.2,55.2,1.858527132,1.532608696,15,12,30,18,39.5,24,69,39,8,6,4,3
6,Distilbert,4,Bert,6,208.5,90.7,55,40,42.7,33.6,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,5.5,2.5,103.2,55.2,2.020348837,1.643115942,18.9,14,28,21,43,30,70,53.1,9,6,6,4
6,Distilbert,4,Bert,7,228.9,102.8,66.5,45,50.2,34.9,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,5.5,2.5,103.2,55.2,2.218023256,1.862318841,15.1,13,33,24,47,34,100,54,10,8,7,4
6,Distilbert,2,Distilbert,2,154.8,146.6,36,27.3,31.6,19.1,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,1,1,1,1,1,1.052413498,0.944954772,1.125342106,1.052413498,0.530391108,0.984733914,5.5,5.5,103.2,103.2,1.5,1.420542636,3,2,12,10,21,18,100,39.9,5,4,3,1
6,Distilbert,2,Distilbert,3,167.1,177.1,28.3,42,21.3,31.3,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,1,1,1,1,1,1.052413498,0.944954772,1.125342106,1.052413498,0.530391108,0.984733914,5.5,5.5,103.2,103.2,1.619186047,1.716085271,2,6,11,18,19,29,40.9,58,3,2,6,4
6,Distilbert,2,Distilbert,4,157.8,174.3,29,50,21.7,38.1,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,1,1,1,1,1,1.052413498,0.944954772,1.125342106,1.052413498,0.530391108,0.984733914,5.5,5.5,103.2,103.2,1.529069767,1.688953488,2,16.5,11,25,20,37,44,61.5,3,2,8,5
6,Distilbert,3,Distilbert,2,166,167.6,36,28,26.7,21.6,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,1,1,1,1,1,1.052413498,0.944954772,1.125342106,1.052413498,0.530391108,0.984733914,5.5,5.5,103.2,103.2,1.608527132,1.624031008,2,0.7,14,7,26,19,47,45,5,3,3,2
6,Distilbert,3,Distilbert,3,180.4,175.5,38,45,29,35.5,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,1,1,1,1,1.052413498,0.944954772,1.125342106,1.052413498,0.530391108,0.984733914,5.5,5.5,103.2,103.2,1.748062016,1.700581395,9,10.1,18,17,29,31.5,50,69,5,3,7,5
6,Distilbert,3,Distilbert,4,203.9,215.1,44,68,34.1,50.8,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,1,1,1,1.052413498,0.944954772,1.125342106,1.052413498,0.530391108,0.984733914,5.5,5.5,103.2,103.2,1.975775194,2.084302326,14,21,21,32,32,45,53,100,6,4,10,8
6,Distilbert,4,Distilbert,2,181,170.6,49,37.3,38,30.7,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,1,1,1,1,1.052413498,0.944954772,1.125342106,1.052413498,0.530391108,0.984733914,5.5,5.5,103.2,103.2,1.753875969,1.653100775,13,2,28,12,39,23,58.3,68.5,7,5,5,4
6,Distilbert,4,Distilbert,3,211.5,201.9,50,54,33.8,39.6,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,1,1,1,1.052413498,0.944954772,1.125342106,1.052413498,0.530391108,0.984733914,5.5,5.5,103.2,103.2,2.049418605,1.956395349,0,2,20,18,36,30,60.5,100,8,4,8,5
6,Distilbert,4,Distilbert,4,251.3,241.8,64.8,59,51.7,46,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,0,1,1.052413498,0.944954772,1.125342106,1.052413498,0.530391108,0.984733914,5.5,5.5,103.2,103.2,2.435077519,2.343023256,20.3,19,32,30,49,43,100,79.7,10,8,9,7
6,Resnet,2,Resnet,4,149.3,155,31,41,23.6,32.975,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,1,1,1,1,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,102,102,1.46372549,1.519607843,2,15,11,23,18,33,44.1,56,4,2,6,4
6,Resnet,2,Resnet,5,156.3,173.5,35.75,54,31.76,41.38,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,1,1,1,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,102,102,1.532352941,1.700980392,9,23,12,31,21,42.5,100,61,5,4,8,6
6,Resnet,2,Resnet,6,170.3,191.1,32.75,61,26.2,47.1,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,1,1,1,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,102,102,1.669607843,1.873529412,2,2,12,38.25,22,49.5,47,71,4,3,10,7
6,Resnet,4,Resnet,4,172,175.2,44.25,48,34.1,34.1,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,1,1,1,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,102,102,1.68627451,1.717647059,5.5,16,23,25,36,35,56,60,6,4,7,4
6,Resnet,4,Resnet,5,197.9,204.8,50,66.25,37.9,52.5,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,1,1,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,102,102,1.940196078,2.007843137,17,25.9,27,36,37,50,62,100,8,5,10,8
6,Resnet,4,Resnet,6,215.9,242.5,61,71.25,48.3,56,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,1,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,102,102,2.116666667,2.37745098,20,20,31,43.75,46,59,100,81,10,7,10,9
6,Resnet,6,Resnet,4,216.1,209,80,51,62.3,40.05,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,1,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,102,102,2.118627451,2.049019608,28.3,15,49,29.25,64,40.5,100,65,10,10,8,6
6,Resnet,6,Resnet,5,218.4,225.9,68.25,64,53.39,49.15,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,1,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,102,102,2.141176471,2.214705882,24,25,42,36,54,48.5,80,75.1,10,8,10,7
6,Resnet,6,Resnet,6,259.1,266.8,73,83,56.9,62.3,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,0,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,102,102,2.540196078,2.615686275,30.7,30.7,45.75,47.75,56,62,84,97.3,10,9,10,10
6,Resnet,2,Bert,6,143.9,78.8,26,35,19.5,29.13,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,102,55.2,1.410784314,1.427536232,2,2,10,20,18,28,37,48,3,1,5,3
6,Resnet,2,Bert,7,149.8,85.6,41,38,33.1,30.1,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,102,55.2,1.468627451,1.550724638,2,16,11,22,21,32,100,44,6,4,5,4
6,Resnet,2,Bert,8,149.6,85.4,43,45.75,27.9,34.3,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,102,55.2,1.466666667,1.547101449,2,16.5,11,25,19,34,60.5,53,6,3,7,4
6,Resnet,4,Bert,6,171.3,94.2,47,42,35.9,32.2,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,102,55.2,1.679411765,1.706521739,2,2,22,18,34,29.5,66,52.1,7,5,6,4
6,Resnet,4,Bert,7,190.2,100.1,47.25,58,35.9,46.8,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,102,55.2,1.864705882,1.813405797,10,15,22.75,30,37,39,59,100,7,5,9,7
6,Resnet,4,Bert,8,181.3,105,57,42,41.1,31.8,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,102,55.2,1.77745098,1.902173913,0,1,20,21,36,34,100,51,9,6,6,4
6,Resnet,6,Bert,6,203.5,108.3,66,46,49.8,38.3,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,102,55.2,1.995098039,1.961956522,26.9,13,38,27,51,36.5,77.1,61,10,7,7,5
6,Resnet,6,Bert,7,212,118.6,74,48,53.3,36.1,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,102,55.2,2.078431373,2.148550725,2,2,38,23,54.5,37,91.1,61.1,10,8,7,5
6,Resnet,6,Bert,8,241.3,139.4,74.25,61,52.6,41.4,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,102,55.2,2.365686275,2.525362319,0.1,2,37.75,20,57,41.5,100,75,10,8,10,6
6,Resnet,2,Distilbert,3,166.3,218,20,31,16.18,16.7,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,1,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,102,103.2,1.630392157,2.112403101,0,0,0,0,2,2,43.2,52,2,1,4,1
6,Resnet,2,Distilbert,4,169.9,225,33,54,26.2,39.45,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,1,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,102,103.2,1.665686275,2.180232558,2,2,11,24,20,38.5,55.9,64,4,3,8,5
6,Resnet,4,Distilbert,3,237.7,228.5,44,36,30.1,24.4,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,102,103.2,2.330392157,2.214147287,0,0,2,2,29,25.5,61.1,55,6,4,5,2
6,Resnet,4,Distilbert,4,170,221,42,60.25,24.6,37.7,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,1,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,102,103.2,1.666666667,2.141472868,0,0,1,2,25,36,55.7,100,6,2,10,5
6,Resnet,6,Distilbert,3,177.5,276,64,56,40.8,38.6,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,102,103.2,1.740196078,2.674418605,0,0,2,4,47,33,79.1,100,10,6,9,5
6,Resnet,6,Distilbert,4,203.6,361.4,80,76,56.7,54.6,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,102,103.2,1.996078431,3.501937984,3,2,43.25,33,59.5,56,90,100,10,9,10,8
6,Bert,4,Resnet,3,70.3,121.1,28,33,25.1,26.8,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,1,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.273550725,1.187254902,5,9,11.25,13,20,23,37.3,49,3,3,4,3
6,Bert,4,Resnet,4,75.2,137.9,24,39,16.2,29.3,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.362318841,1.351960784,0,0,3.25,10.25,17,29,32,54,2,1,5,3
6,Bert,4,Resnet,5,76.7,145.2,34.8,50,31.4,39.2,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.389492754,1.423529412,11,20.3,17,28,22,40,100,63,4,4,8,5
6,Bert,5,Resnet,3,78.5,133.8,36,33,34.2,27.2,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.422101449,1.311764706,3,10,18,18,28,24.5,100,45,5,4,4,3
6,Bert,5,Resnet,4,74.7,139.7,33.8,43,27.2,35.2,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,1,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.35326087,1.369607843,12,15,17,24,23,32,38,55.7,4,3,6,5
6,Bert,5,Resnet,5,76.1,145.3,30,52,23.9,42.5,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.378623188,1.424509804,12.7,24,18,32,23,40,36,61.3,4,2,8,6
6,Bert,6,Resnet,3,72.1,122.9,33,35,24.6,27.1,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,1,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.30615942,1.204901961,3,8,18,14.75,25,24,39,43,4,2,5,3
6,Bert,6,Resnet,4,77.3,139.6,34,49,27.3,41.3,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.400362319,1.368627451,15,17,21.75,27,27,35,41.3,100,4,3,7,6
6,Bert,6,Resnet,5,90.3,166,47,52,42.8,41.9,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.635869565,1.62745098,20,22,25,32,35,41,100,63,7,6,8,6
6,Bert,7,Resnet,3,80.6,146.9,39,39,30.3,31.8,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.460144928,1.440196078,13.5,10.5,23,16.25,29,26,46,55,5,4,5,4
6,Bert,7,Resnet,4,89.6,167.2,42,56.7,33.8,46.3,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.623188406,1.639215686,19,18.3,24.25,26.25,34,41,50,100,6,4,9,7
6,Bert,7,Resnet,5,91.1,172.3,45.8,55,34.2,40.5,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.650362319,1.689215686,2,1,22,28,33,41,54,64.1,7,4,9,6
