Cores,DNN_F,Rate_F,DNN_B,Rate_B,Resp_F,Resp_B,F_75,B_75,Mean_F,Mean_B,avg_inc_resp_f,avg_dec_resp_f,avg_inc_util_f,avg_inc_peaks_f,avg_dec_util_f,avg_dec_peaks_f,avg_inc_resp_b,avg_dec_resp_b,avg_inc_util_b,avg_inc_peaks_b,avg_dec_util_b,avg_dec_peaks_b,sla_75,sla_100,sla_125,sla_150,sla_175,sla_200,sla_225,sla_250,sla_275,total_inc_resp,total_dec_resp,total_inc_util,total_inc_peaks,total_dec_util,total_dec_peaks,relative_rank_f,relative_rank_b,Baseline_F,Baseline_B,Inflation_F,Inflation_B,F_10,B_10,F_25,B_25,F_50,B_50,F_90,B_90,F_75_Range,Mean_F_Range,B_75_Range,Mean_B_Range
3,Resnet,2,Bert,8,158.5,98.9,32,54,22.2,41.1,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,143.3,71.1,1.106071179,1.390998594,2,6.8,13,33,22,44,41.4,61,4,2,8,6
3,Resnet,6,MNIST,400,230,368.9,74.25,43,51.7,32,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,0,0,0,0,0,0,1,1,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,2.25,1,143.3,2.8,1.605024424,131.75,0.3,8.4,39.75,24,58,39,85,45,10,8,6,4
3,Resnet,6,MNIST,500,230.2,3498.4,70.5,48,48.6,32.1,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,0,0,0,0,0,0,1,1,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,2.25,1,143.3,2.8,1.606420098,1249.428571,0,2,22,4.5,56,42,84.2,57.4,10,7,7,4
3,Resnet,6,MNIST,600,235.2,6443.6,71,56,44.5,31.7,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,0,0,0,0,0,0,1,1,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,2.25,1,143.3,2.8,1.641311933,2301.285714,0,2,2,3,55,18,83,69.5,10,6,9,4
3,Resnet,6,Distilbert,2,232.7,213,75.75,42,60.8,29,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,143.3,169.9,1.623866015,1.253678634,34.3,3.3,50,16,63,28,85,55,10,10,6,3
3,Resnet,6,Distilbert,4,248,275.3,77.25,70,56.6,48.3,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,143.3,169.9,1.730635031,1.620364921,2,2,47,32,62,52,86.9,77,10,9,10,7
3,Resnet,6,Distilbert,6,265.1,396.1,81.75,94,60.5,69.4,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,0,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,143.3,169.9,1.849965108,2.331371395,19,2,50.25,61.25,62,72,90,98,10,10,10,10
3,Resnet,6,Resnet,2,229.7,163.6,71,34,58.3,24.2,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,143.3,143.3,1.602930914,1.141660851,24.8,5.7,49.75,13,60,23,86.1,44.1,10,9,4,2
3,Resnet,6,Resnet,4,238.3,202.3,74,58,60.6,44.1,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,143.3,143.3,1.662944871,1.411723657,30.4,20.6,54,31,64,43,88.2,69.8,10,10,9,6
3,Resnet,6,Resnet,6,248.9,250.9,80,77,62.7,62.9,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,143.3,143.3,1.736915562,1.750872296,37.6,39.3,51,55,63,65,91.7,87.1,10,10,10,10
3,Resnet,6,Bert,4,227.3,94.3,75.75,35,60.5,27.4,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,143.3,71.1,1.586182833,1.326300985,39,15,49.25,20,60.5,28,87,41,10,10,5,3
3,Resnet,6,Bert,6,237.9,106.9,74,48,50.1,31.4,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,143.3,71.1,1.660153524,1.503516174,0,0,35,15,55,35,85.8,54.8,10,8,7,4
3,Resnet,6,Bert,8,244.6,116,75,60,56.3,44.7,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,143.3,71.1,1.706908583,1.631504923,2,3,47.75,36.75,62,47,86.9,67,10,9,10,6
3,Bert,3,Bert,6,84,94.5,27,45,18.9,32.7,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,71.1,71.1,1.181434599,1.329113924,2.8,3,9,24,19,36,34,51,3,1,7,4
3,Bert,3,Bert,7,84,97.8,27,50,19.6,38.4,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,71.1,71.1,1.181434599,1.375527426,3,16,12,30.5,20,40,33,58,3,1,8,5
3,Bert,3,Bert,8,85.7,101.3,25,55.25,18.7,41.3,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,71.1,71.1,1.205344585,1.424753868,3.1,3,11,32,20,43,32.9,61,3,1,9,6
3,Bert,3,Bert,9,85.3,105.3,27,58,19.2,45.9,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,71.1,71.1,1.199718706,1.481012658,3.1,19.1,13,40,17,49,33,65,3,1,9,7
3,Bert,3,MNIST,300,78.8,5.8,24,37,18.4,33.2,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,1,1,1,1,1,1,1,1,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,2.5,1,71.1,2.8,1.108298172,2.071428571,5.5,28,13,31,18,35,31,38,2,1,5,4
3,Bert,3,MNIST,500,78.3,2586.2,23,47,16,31,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,1,1,1,1,1,1,1,1,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,2.5,1,71.1,2.8,1.101265823,923.6428571,0,2,8,5,14,29,30.8,53.6,2,1,7,4
3,Bert,3,MNIST,700,78.7,8995.8,19,59,12.1,27.7,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,1,1,1,1,1,1,1,1,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,2.5,1,71.1,2.8,1.106891702,3212.785714,0,0,2,2,12,4,29,88,1,1,9,3
3,Bert,3,Distilbert,3,82.5,214.6,26,49,19.5,37.7,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,1,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,71.1,169.9,1.160337553,1.263095939,7,14,12.75,26,18.5,39,34,63.1,3,1,7,5
3,Bert,3,Distilbert,4,84.8,243.8,27,63,19.7,47.5,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,1,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,71.1,169.9,1.192686357,1.434961742,7,25.2,13,37,18,52,34,72.8,3,1,10,7
3,Bert,3,Distilbert,5,86.3,285,27,77,19.8,58,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,1,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,71.1,169.9,1.213783404,1.677457328,7,21,12,47.5,19,61,35,85,3,1,10,9
3,Bert,3,Resnet,3,81.3,169.2,26,43.5,19,32.5,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,71.1,143.3,1.143459916,1.180739707,7,13,13,23,19,30,32,53.8,3,1,6,4
3,Bert,3,Resnet,5,83.3,204.1,27,66,19.3,49.3,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,71.1,143.3,1.171589311,1.424284717,7,18,12,35,19,51,33,78,3,1,10,7
3,Bert,3,Resnet,7,87.1,256.8,26.25,85,20.2,66.2,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,71.1,143.3,1.225035162,1.792044662,8,36.6,13,56,21,68.5,33,94.1,3,2,10,10
3,Bert,7,Bert,7,104.8,105.6,54.25,50,41.1,40.8,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,71.1,71.1,1.473980309,1.485232068,22,22,32,34,41,42,60.1,56,8,6,8,6
3,Bert,7,Bert,8,108.9,107.8,52,57.5,41.2,44.9,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,71.1,71.1,1.53164557,1.516174402,25.2,22,32,35,42,47,58.8,64,8,6,9,6
3,Bert,7,Bert,9,112.2,116.6,51,62,41.4,49.7,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,71.1,71.1,1.578059072,1.639943741,8,30,35.25,40,44,53,58.5,70,8,6,10,7
3,Bert,7,MNIST,300,98.5,6.5,47,39,37,33.6,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,1,1,1,1,1,1,1,1,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,2.5,1,71.1,2.8,1.385372714,2.321428571,2.1,27,27.75,32,40,37,56.9,40,7,5,5,4
3,Bert,7,MNIST,500,98.2,3643.9,46,49,32.5,32.1,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,1,1,1,1,1,1,1,1,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,2.5,1,71.1,2.8,1.381153305,1301.392857,0.8,2,17,4,37,31,55,54.4,7,4,7,4
3,Bert,7,MNIST,700,97.2,8476.9,45,61,25.9,29.7,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,1,1,1,1,1,1,1,1,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,2.5,1,71.1,2.8,1.367088608,3027.464286,0,0,2,2,32,5,53.8,83,7,3,10,3
3,Bert,7,Distilbert,3,107.2,227.1,52.25,52.25,38.7,36.6,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,71.1,169.9,1.507735584,1.336668629,2.1,3,32,24.75,41,35,58,62.9,8,5,8,5
3,Bert,7,Distilbert,4,108.9,262.3,50,64,33.3,39.9,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,71.1,169.9,1.53164557,1.543849323,0,0,15,2.75,37.5,44.5,59.3,74.3,8,4,10,5
3,Bert,7,Distilbert,5,114.6,308.6,56,81,43.9,62.4,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,71.1,169.9,1.611814346,1.816362566,26.6,35.6,35,48,44,67,61,90,9,6,10,10
3,Bert,7,Resnet,3,110.7,272.2,48,47,39.9,33.9,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,71.1,143.3,1.556962025,1.899511514,21.8,13,34,24,40,32,57,54,7,5,7,4
3,Bert,7,Resnet,5,105.6,226.2,54,71,41.3,53.2,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,71.1,143.3,1.485232068,1.578506629,23,25.8,31.75,42,44,56,58,76,8,6,10,8
3,Bert,7,Resnet,7,101.1,176.6,53,87,41.7,67.4,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,71.1,143.3,1.421940928,1.232379623,19,33.4,31.5,57.5,43,71,63,95,8,6,10,10
3,MNIST,400,Resnet,2,487.4,158.9,41,36.25,31.7,23.2,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,0,0,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,1,2.25,2.8,143.3,174.0714286,1.108862526,17,2,23,9,39,24,42,45.8,6,4,5,2
3,MNIST,400,Resnet,4,654.7,194.1,42,57,32.9,41.5,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,0,0,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,1,2.25,2.8,143.3,233.8214286,1.354501047,17,3,23,28,40,44,43,66,6,4,9,6
3,MNIST,400,Resnet,6,413.6,239,42,78,32,55.1,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,0,0,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,1,2.25,2.8,143.3,147.7142857,1.667829728,17,2,22,45.25,39.5,58,44,88.3,6,4,10,9
3,MNIST,400,Distilbert,2,394,201,41,34,31.3,35.5,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,0,0,0.621677054,0.628388716,0.905172272,0.621677054,0.596516671,0.672137494,1,5.5,2.8,169.9,140.7142857,1.183048852,18.7,2.7,22,12.5,38,26,43,54.3,6,4,4,5
3,MNIST,400,Distilbert,4,455.2,257.1,43,62,33.8,48,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,0,0,0.621677054,0.628388716,0.905172272,0.621677054,0.596516671,0.672137494,1,5.5,2.8,169.9,162.5714286,1.513243084,19,4.8,25,32,40,50,44,81,6,4,10,7
3,MNIST,400,Distilbert,6,712,352.1,44,89,33.2,63.5,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,0,0,0.621677054,0.628388716,0.905172272,0.621677054,0.596516671,0.672137494,1,5.5,2.8,169.9,254.2857143,2.072395527,16.7,2,24,56.25,41,73,46,96,6,4,10,10
3,MNIST,400,Bert,4,460.4,84.6,42,32.25,32.5,24,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,0,0,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,1,2.5,2.8,71.1,164.4285714,1.189873418,17,3,23.75,15,39,25,43,41,6,4,4,2
3,MNIST,400,Bert,5,482.5,91.3,42,38,32,28.5,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,0,0,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,1,2.5,2.8,71.1,172.3214286,1.284106892,17,3,22,20,40,31,44,46.6,6,4,5,3
3,MNIST,400,Bert,6,598.1,96.8,42,41,31.1,31.4,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,0,0,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,1,2.5,2.8,71.1,213.6071429,1.361462729,2.3,0.3,23,26,39,35,44.7,53.7,6,4,6,4
